date;vac_statut;age;nb_PCR;nb_PCR_sympt;nb_PCR+_sympt;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;pourcent_parmi_vaccines;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron;DC_pourcent_omicron;HC_PCR+_pour_covid;SC_PCR+_pour_covid;DC_PCR+_pour_covid
2022-10-08;Primo dose récente;[40,59];6.28;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.01;;;;;;0.0;0.0;0.0
2022-04-28;Complet - avec 1 rappel de 6 mois ou plus;[40,59];390.7;109.9;56.56;93.05;2.59;2.23;1.05;1.05;0.12;0.0;0.84;;;;;;0.23;0.0;0.0
2022-10-08;Primo dose efficace;[0,19];111.97;48.09;8.83;17.6;0.25;0.0;0.0;0.0;0.0;0.0;2.98;;;;;;0.0;0.0;0.0
2022-04-28;Complet - avec 2 rappel de moins de 3 mois;[0,19];5.5;1.06;0.0;0.01;0.16;0.0;0.03;0.03;0.0;0.0;0.05;;;;;;0.0;0.0;0.0
2022-10-08;Primo dose efficace;[20,39];199.14;38.76;16.91;25.02;0.06;0.0;0.0;0.0;0.0;0.0;1.37;;;;;;0.0;0.0;0.0
2022-04-28;Complet - avec 2 rappel de moins de 3 mois;[20,39];147.58;21.5;10.68;16.57;0.0;0.0;0.0;0.0;0.0;0.0;0.26;;;;;;0.0;0.0;0.0
2022-10-08;Primo dose efficace;"[80;+]";51.73;4.17;0.19;6.27;0.41;0.38;0.0;0.0;0.15;0.0;0.67;;;;;;0.03;0.0;0.0
2022-04-28;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];33.13;4.15;1.14;5.73;0.0;0.0;0.0;0.0;0.0;0.0;0.08;;;;;;0.0;0.0;0.0
2022-10-08;Complet de moins de 3 mois - sans rappel;[40,59];22.52;2.06;0.01;2.05;0.0;0.0;0.0;0.0;0.0;0.0;0.07;;;;;;0.0;0.0;0.0
2022-04-28;Complet - avec 2 rappel entre 3 mois et 6 mois;[40,59];90.4;27.56;18.0;29.23;0.0;0.0;0.0;0.0;0.0;0.0;0.25;;;;;;0.0;0.0;0.0
2022-10-08;Complet de moins de 3 mois - sans rappel;"[80;+]";16.76;3.5;1.22;3.67;0.14;0.14;0.0;0.0;0.0;0.0;0.14;;;;;;0.14;0.0;0.0
2022-04-28;Complet - avec 2 rappel entre 3 mois et 6 mois;[60,79];145.15;32.1;17.63;35.42;2.28;2.18;0.06;0.0;0.06;0.06;0.48;;;;;;0.0;0.0;0.0
2022-10-08;Complet entre 3 mois et 6 mois - sans rappel;[60,79];53.92;8.7;6.19;10.77;0.18;0.17;0.0;0.0;0.0;0.0;0.15;;;;;;0.0;0.0;0.0
2022-04-28;Complet - avec 2 rappel entre 3 mois et 6 mois;"[80;+]";59.68;9.82;1.86;9.75;1.57;1.33;0.0;0.0;0.0;0.0;0.37;;;;;;1.24;0.0;0.0
2022-10-08;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";31.0;6.63;3.8;6.83;1.33;1.03;0.0;0.0;0.0;0.0;0.3;;;;;;1.03;0.0;0.0
2022-04-28;Complet - avec 2 rappel de 6 mois ou plus;"[80;+]";6.78;2.26;0.1;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.02;;;;;;0.0;0.0;0.0
2022-10-08;Complet - avec 1 rappel de moins de 3 mois;[20,39];137.64;22.11;6.37;12.22;0.0;0.0;0.0;0.0;0.0;0.0;0.71;;;;;;0.0;0.0;0.0
2022-04-29;Non-vaccinés;"[80;+]";948.18;158.42;90.76;258.31;63.23;46.83;1.86;1.6;19.93;16.86;;;;;;;40.08;1.6;14.7
2022-10-08;Complet - avec 1 rappel de moins de 3 mois;[40,59];133.35;20.67;7.2;14.02;0.0;0.0;0.0;0.0;0.0;0.0;0.46;;;;;;0.0;0.0;0.0
2022-04-29;Primo dose efficace;[0,19];186.81;42.87;11.93;21.06;0.0;0.0;0.06;0.05;0.0;0.0;3.02;;;;;;0.0;0.03;0.0
2022-10-08;Complet - avec 1 rappel de moins de 3 mois;[60,79];213.34;24.73;10.86;22.37;1.21;1.0;0.0;0.0;0.0;0.0;0.61;;;;;;0.0;0.0;0.0
2022-04-29;Complet entre 3 mois et 6 mois - sans rappel;[60,79];792.05;161.56;84.72;188.71;13.19;9.79;0.35;0.17;1.17;1.0;2.47;;;;;;6.53;0.0;1.0
2022-10-08;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];40.77;12.93;3.19;7.54;0.0;0.0;0.01;0.01;0.0;0.0;1.83;;;;;;0.0;0.0;0.0
2022-04-29;Complet de 6 mois ou plus - sans rappel;[0,19];3095.66;768.71;341.8;576.59;2.4;2.4;1.47;1.42;0.0;0.0;56.7;;;;;;0.4;0.31;0.0
2022-10-08;Complet - avec 1 rappel entre 3 mois et 6 mois;[20,39];259.46;56.86;24.82;40.31;0.12;0.0;0.0;0.0;0.0;0.0;1.8;;;;;;0.0;0.0;0.0
2022-04-29;Complet de 6 mois ou plus - sans rappel;[20,39];5686.29;1197.86;461.05;818.91;6.76;5.18;0.0;0.0;0.0;0.0;24.48;;;;;;0.64;0.0;0.0
2022-10-08;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];343.32;53.17;31.97;53.52;2.23;1.61;0.16;0.0;0.0;0.0;1.19;;;;;;0.05;0.0;0.0
2022-04-29;Complet - avec 1 rappel de moins de 3 mois;[0,19];830.91;199.65;90.92;173.31;0.0;0.0;0.38;0.33;0.0;0.0;11.01;;;;;;0.0;0.28;0.0
2022-10-08;Complet - avec 1 rappel entre 3 mois et 6 mois;"[80;+]";211.47;45.85;16.02;34.47;2.49;0.64;1.27;1.0;2.28;2.2;1.83;;;;;;0.3;1.0;1.2
2022-04-29;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];968.45;270.57;134.32;226.3;1.0;1.0;2.99;2.51;0.0;0.0;14.85;;;;;;1.0;1.99;0.0
2022-10-08;Complet - avec 1 rappel de 6 mois ou plus;[60,79];15384.9;2591.08;1517.75;2635.61;102.84;83.03;27.47;22.4;2.46;2.0;60.14;;;;;;44.97;15.3;1.0
2022-04-29;Complet - avec 1 rappel entre 3 mois et 6 mois;[20,39];15078.81;4330.27;2477.96;4163.56;27.56;20.7;1.0;1.0;0.0;0.0;53.04;;;;;;11.55;1.0;0.0
2022-10-08;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";4368.9;728.38;349.78;774.59;164.03;128.1;3.96;3.8;13.81;9.95;43.63;;;;;;77.54;1.0;5.95
2022-04-29;Complet - avec 1 rappel de 6 mois ou plus;[60,79];3077.52;632.48;392.49;836.6;33.01;27.26;5.6;5.52;0.56;0.4;8.01;;;;;;20.99;2.68;0.3
2022-10-08;Complet - avec 2 rappel de moins de 3 mois;[60,79];3753.15;488.97;278.61;530.31;16.25;12.2;2.48;1.45;0.0;0.0;13.42;;;;;;6.74;1.0;0.0
2022-04-29;Complet - avec 2 rappel de moins de 3 mois;[0,19];7.77;0.09;0.01;0.01;0.0;0.0;0.13;0.11;0.0;0.0;0.05;;;;;;0.0;0.07;0.0
2022-10-08;Complet - avec 2 rappel de 6 mois ou plus;[0,19];3.13;1.1;0.06;0.06;0.09;0.09;0.04;0.04;0.0;0.0;0.05;;;;;;0.0;0.0;0.0
2022-04-29;Complet - avec 2 rappel de moins de 3 mois;"[80;+]";1565.39;232.65;95.87;252.98;18.64;14.04;1.68;1.0;5.7;4.79;15.03;;;;;;9.1;1.0;1.39
2022-10-09;Non-vaccinés;[0,19];1570.44;540.57;60.36;148.63;10.09;5.28;0.36;0.36;0.0;0.0;;;;;;;3.44;0.16;0.0
2022-04-29;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];25.35;4.25;1.14;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.09;;;;;;0.0;0.0;0.0
2022-10-09;Non-vaccinés;[60,79];450.92;42.3;19.22;65.03;19.36;16.08;4.84;4.41;1.2;1.2;;;;;;;12.03;0.98;1.0
2022-04-29;Complet - avec 2 rappel de 6 mois ou plus;[60,79];0.18;0.05;0.03;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-09;Primo dose efficace;[60,79];38.26;3.48;0.08;5.36;0.31;0.31;0.06;0.0;0.0;0.0;0.42;;;;;;0.05;0.0;0.0
2022-04-30;Non-vaccinés;"[80;+]";778.4;97.17;50.53;162.15;41.47;31.56;5.33;5.11;9.35;7.24;;;;;;;21.99;5.11;5.24
2022-10-09;Complet de moins de 3 mois - sans rappel;[20,39];7.59;1.01;1.01;1.27;0.0;0.0;0.0;0.0;0.0;0.0;0.12;;;;;;0.0;0.0;0.0
2022-04-30;Primo dose récente;[20,39];15.16;0.08;0.05;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.03;;;;;;0.0;0.0;0.0
2022-10-09;Complet de moins de 3 mois - sans rappel;"[80;+]";9.81;1.15;0.03;0.24;0.04;0.04;0.0;0.0;0.0;0.0;0.14;;;;;;0.04;0.0;0.0
2022-04-30;Primo dose récente;[40,59];9.6;0.15;0.15;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.02;;;;;;0.0;0.0;0.0
2022-10-09;Complet de 6 mois ou plus - sans rappel;[40,59];828.88;106.64;44.23;106.06;7.44;6.72;0.37;0.0;0.0;0.0;17.87;;;;;;2.72;0.0;0.0
2022-04-30;Primo dose efficace;[0,19];135.52;21.55;9.49;17.02;0.05;0.05;0.02;0.02;0.0;0.0;3.02;;;;;;0.05;0.01;0.0
2022-10-09;Complet de 6 mois ou plus - sans rappel;"[80;+]";326.87;54.1;10.83;47.69;17.82;15.39;1.0;1.0;3.64;3.33;6.45;;;;;;9.32;0.0;1.33
2022-04-30;Primo dose efficace;[20,39];262.07;32.94;16.38;30.64;0.02;0.0;0.0;0.0;0.0;0.0;1.43;;;;;;0.0;0.0;0.0
2022-10-09;Complet - avec 1 rappel de moins de 3 mois;[0,19];10.61;3.06;0.03;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.86;;;;;;0.0;0.0;0.0
2022-04-30;Primo dose efficace;[40,59];189.44;14.65;7.9;25.84;2.29;2.2;0.0;0.0;0.0;0.0;0.77;;;;;;1.0;0.0;0.0
2022-10-09;Complet - avec 1 rappel de moins de 3 mois;[60,79];42.33;2.47;1.15;1.52;0.31;0.22;0.12;0.06;0.2;0.2;0.6;;;;;;0.13;0.06;0.0
2022-04-30;Primo dose efficace;[60,79];175.64;15.18;3.37;18.87;4.42;3.29;1.0;1.0;0.08;0.08;0.53;;;;;;3.29;1.0;0.0
2022-10-09;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];13.5;5.04;1.02;1.26;0.0;0.0;0.02;0.02;0.0;0.0;1.82;;;;;;0.0;0.0;0.0
2022-04-30;Complet de moins de 3 mois - sans rappel;[20,39];369.84;56.2;29.94;67.79;0.0;0.0;0.0;0.0;0.0;0.0;1.46;;;;;;0.0;0.0;0.0
2022-10-09;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";1978.89;303.4;104.61;336.99;125.68;97.67;4.36;2.0;13.82;10.9;43.62;;;;;;57.58;2.0;8.9
2022-04-30;Complet entre 3 mois et 6 mois - sans rappel;[20,39];1042.71;176.05;86.91;160.19;3.31;2.12;0.0;0.0;0.0;0.0;5.09;;;;;;0.0;0.0;0.0
2022-10-09;Complet - avec 2 rappel entre 3 mois et 6 mois;[60,79];942.41;137.22;61.04;156.13;24.0;19.64;3.87;3.58;0.0;0.0;15.09;;;;;;14.28;3.36;0.0
2022-04-30;Complet entre 3 mois et 6 mois - sans rappel;[40,59];942.27;154.23;85.11;177.45;1.71;1.54;0.0;0.0;0.0;0.0;3.3;;;;;;1.36;0.0;0.0
2022-10-09;Complet - avec 2 rappel de 6 mois ou plus;[20,39];16.06;3.09;2.06;5.22;0.0;0.0;0.0;0.0;0.0;0.0;0.31;;;;;;0.0;0.0;0.0
2022-04-30;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";289.93;37.03;17.02;50.71;11.3;8.19;0.0;0.0;1.82;1.23;2.41;;;;;;6.95;0.0;0.11
2022-10-10;Non-vaccinés;[60,79];2757.28;390.84;232.19;459.03;43.19;34.39;4.57;4.0;1.18;1.18;;;;;;;14.57;1.0;1.18
2022-04-30;Complet de 6 mois ou plus - sans rappel;[0,19];2514.82;405.27;197.21;367.31;4.75;4.12;0.26;0.26;0.0;0.0;56.85;;;;;;1.34;0.19;0.0
2022-10-10;Primo dose récente;[0,19];1.21;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;;;;;;0.0;0.0;0.0
2022-04-30;Complet de 6 mois ou plus - sans rappel;"[80;+]";611.29;88.71;32.57;96.44;14.47;9.69;0.07;0.0;2.3;1.62;5.93;;;;;;8.61;0.0;1.37
2022-10-10;Primo dose récente;[40,59];3.22;0.0;0.0;2.07;0.0;0.0;0.0;0.0;0.0;0.0;0.01;;;;;;0.0;0.0;0.0
2022-04-30;Complet - avec 1 rappel de moins de 3 mois;[0,19];607.84;108.12;52.98;103.75;1.45;1.36;0.25;0.25;0.0;0.0;10.46;;;;;;1.19;0.19;0.0
2022-10-10;Primo dose efficace;[20,39];293.28;96.43;54.27;70.99;1.4;1.17;0.0;0.0;0.0;0.0;1.37;;;;;;0.17;0.0;0.0
2022-04-30;Complet - avec 1 rappel de moins de 3 mois;[40,59];2493.81;356.33;174.31;337.26;3.46;3.28;0.0;0.0;0.0;0.0;8.76;;;;;;1.0;0.0;0.0
2022-10-10;Complet entre 3 mois et 6 mois - sans rappel;[60,79];100.28;10.22;4.64;9.64;1.19;1.19;0.0;0.0;0.0;0.0;0.15;;;;;;1.12;0.0;0.0
2022-04-30;Complet - avec 1 rappel de moins de 3 mois;"[80;+]";355.37;52.46;21.45;43.35;1.81;1.29;0.0;0.0;2.27;2.25;3.26;;;;;;1.01;0.0;2.25
2022-10-10;Complet - avec 1 rappel de moins de 3 mois;[40,59];202.41;57.18;24.43;38.75;1.03;1.0;0.0;0.0;0.0;0.0;0.45;;;;;;0.0;0.0;0.0
2022-04-30;Complet - avec 1 rappel entre 3 mois et 6 mois;[40,59];18771.71;3531.39;2310.99;4278.5;23.2;16.96;5.0;5.0;3.6;3.0;69.45;;;;;;6.71;2.0;2.0
2022-10-10;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];80.78;32.36;3.7;8.56;0.04;0.0;0.02;0.0;0.0;0.0;1.82;;;;;;0.0;0.0;0.0
2022-04-30;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];21027.07;2665.92;1613.83;3682.83;116.63;99.85;17.4;14.36;10.21;8.92;75.15;;;;;;61.68;9.58;6.5
2022-10-10;Complet - avec 1 rappel de 6 mois ou plus;[0,19];1494.12;717.15;323.4;459.15;5.47;2.0;1.0;0.55;0.0;0.0;22.65;;;;;;0.75;0.0;0.0
2022-04-30;Complet - avec 1 rappel entre 3 mois et 6 mois;"[80;+]";4342.6;541.93;231.8;681.53;121.21;96.73;9.02;7.11;26.21;24.21;44.88;;;;;;66.71;4.11;15.29
2022-10-10;Complet - avec 1 rappel de 6 mois ou plus;[20,39];21406.73;9734.08;5120.97;7097.36;41.65;30.66;2.34;2.0;0.0;0.0;65.93;;;;;;11.12;2.0;0.0
2022-04-30;Complet - avec 1 rappel de 6 mois ou plus;[0,19];2.18;0.07;0.07;0.07;0.11;0.07;0.44;0.44;0.0;0.0;0.04;;;;;;0.07;0.36;0.0
2022-10-10;Complet - avec 1 rappel de 6 mois ou plus;[60,79];27974.9;6810.78;4275.54;6741.88;177.78;145.25;26.34;21.0;9.57;9.57;60.13;;;;;;68.98;10.0;7.57
2022-04-30;Complet - avec 2 rappel de moins de 3 mois;[0,19];6.41;0.0;0.0;0.0;0.01;0.01;0.08;0.08;0.0;0.0;0.05;;;;;;0.01;0.07;0.0
2022-10-10;Complet - avec 2 rappel de moins de 3 mois;[20,39];215.74;76.37;32.75;40.59;0.31;0.0;0.0;0.0;0.0;0.0;0.4;;;;;;0.0;0.0;0.0
2022-04-30;Complet - avec 2 rappel de moins de 3 mois;[20,39];112.35;5.85;3.45;6.99;0.0;0.0;0.0;0.0;0.0;0.0;0.26;;;;;;0.0;0.0;0.0
2022-10-10;Complet - avec 2 rappel de moins de 3 mois;[40,59];726.19;203.29;101.35;175.0;3.04;2.5;1.0;1.0;0.0;0.0;1.23;;;;;;0.0;1.0;0.0
2022-04-30;Complet - avec 2 rappel de moins de 3 mois;[60,79];844.61;69.23;31.67;79.1;4.86;2.83;0.02;0.0;0.11;0.11;2.51;;;;;;0.73;0.0;0.0
2022-10-10;Complet - avec 2 rappel de 6 mois ou plus;[60,79];1029.15;206.0;127.11;226.11;12.0;9.46;1.18;1.0;0.0;0.0;1.76;;;;;;2.35;0.0;0.0
2022-04-30;Complet - avec 2 rappel entre 3 mois et 6 mois;[60,79];164.22;14.21;7.41;22.24;0.08;0.05;0.15;0.11;0.1;0.0;0.54;;;;;;0.05;0.11;0.0
2022-10-11;Non-vaccinés;[0,19];6595.43;3041.27;690.6;1071.34;31.22;22.5;3.09;2.11;0.0;0.0;;;;;;;16.99;2.0;0.0
2022-04-30;Complet - avec 2 rappel de 6 mois ou plus;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-11;Non-vaccinés;[20,39];2919.96;838.92;403.36;573.59;8.49;7.66;1.0;1.0;0.0;0.0;;;;;;;3.22;0.0;0.0
2022-04-30;Complet - avec 2 rappel de 6 mois ou plus;[20,39];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-11;Primo dose récente;[0,19];3.04;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;;;;;;0.0;0.0;0.0
2022-04-30;Complet - avec 2 rappel de 6 mois ou plus;[40,59];1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-11;Primo dose récente;"[80;+]";4.44;1.06;1.06;1.21;0.09;0.09;0.0;0.0;0.0;0.0;0.01;;;;;;0.09;0.0;0.0
2022-04-30;Complet - avec 2 rappel de 6 mois ou plus;[60,79];3.11;1.01;1.01;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-11;Primo dose efficace;[0,19];138.2;62.31;13.87;21.49;0.0;0.0;0.01;0.01;0.0;0.0;2.99;;;;;;0.0;0.0;0.0
2022-05-01;Non-vaccinés;[40,59];652.86;67.84;31.58;84.07;6.59;5.63;1.54;1.54;0.06;0.06;;;;;;;4.63;1.17;0.06
2022-10-11;Primo dose efficace;[40,59];201.82;58.96;27.87;41.94;0.51;0.06;0.0;0.0;0.0;0.0;0.72;;;;;;0.0;0.0;0.0
2022-05-01;Non-vaccinés;[60,79];556.96;54.48;18.55;82.41;21.02;18.05;4.83;3.0;3.53;3.18;;;;;;;13.05;3.0;2.53
2022-10-11;Complet de moins de 3 mois - sans rappel;[40,59];28.66;6.12;2.09;3.42;0.06;0.0;0.0;0.0;0.0;0.0;0.07;;;;;;0.0;0.0;0.0
2022-05-01;Primo dose récente;[0,19];1.15;0.01;0.0;0.0;0.03;0.03;0.0;0.0;0.0;0.0;0.07;;;;;;0.03;0.0;0.0
2022-10-11;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";101.32;13.24;4.98;15.07;0.2;0.16;0.0;0.0;0.0;0.0;0.3;;;;;;0.06;0.0;0.0
2022-05-01;Primo dose récente;[60,79];2.15;0.0;0.0;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0.01;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 1 rappel de moins de 3 mois;[40,59];163.11;37.55;13.57;24.74;0.01;0.0;0.0;0.0;0.0;0.0;0.44;;;;;;0.0;0.0;0.0
2022-05-01;Complet entre 3 mois et 6 mois - sans rappel;[0,19];128.21;25.27;11.36;25.62;1.1;1.07;0.03;0.03;0.0;0.0;9.24;;;;;;0.07;0.0;0.0
2022-10-11;Complet - avec 1 rappel entre 3 mois et 6 mois;[20,39];416.68;133.5;49.55;73.27;1.0;1.0;0.0;0.0;0.0;0.0;1.79;;;;;;0.0;0.0;0.0
2022-05-01;Complet entre 3 mois et 6 mois - sans rappel;[40,59];249.55;25.32;8.47;28.66;2.54;1.23;0.0;0.0;0.0;0.0;3.3;;;;;;0.17;0.0;0.0
2022-10-11;Complet - avec 1 rappel entre 3 mois et 6 mois;[40,59];397.06;128.6;55.74;83.27;0.3;0.17;0.0;0.0;0.0;0.0;1.28;;;;;;0.0;0.0;0.0
2022-05-01;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";139.72;18.43;7.14;16.52;3.87;2.78;0.0;0.0;0.32;0.0;2.4;;;;;;1.78;0.0;0.0
2022-10-11;Complet - avec 1 rappel entre 3 mois et 6 mois;[60,79];510.72;87.41;47.47;81.5;6.26;3.98;0.2;0.2;1.0;1.0;1.2;;;;;;0.39;0.0;0.0
2022-05-01;Complet de 6 mois ou plus - sans rappel;"[80;+]";330.1;38.03;11.55;39.27;16.7;13.42;0.0;0.0;4.38;3.45;5.94;;;;;;8.39;0.0;1.45
2022-10-11;Complet - avec 1 rappel de 6 mois ou plus;[0,19];1212.08;572.98;214.93;298.75;6.67;4.09;0.51;0.51;0.0;0.0;22.65;;;;;;2.59;0.0;0.0
2022-05-01;Complet - avec 1 rappel de moins de 3 mois;[20,39];1001.88;127.58;53.42;127.68;4.85;3.56;0.0;0.0;0.0;0.0;12.44;;;;;;2.36;0.0;0.0
2022-10-11;Complet - avec 1 rappel de 6 mois ou plus;[20,39];16362.77;7167.27;3339.13;4641.07;22.85;18.8;2.0;2.0;0.0;0.0;65.95;;;;;;11.26;0.0;0.0
2022-05-01;Complet - avec 1 rappel de moins de 3 mois;"[80;+]";157.06;18.09;3.14;17.12;4.0;3.75;0.0;0.0;0.27;0.0;3.21;;;;;;2.28;0.0;0.0
2022-10-11;Complet - avec 1 rappel de 6 mois ou plus;[40,59];23590.82;9207.49;5195.52;7381.95;56.43;43.13;8.0;8.0;0.0;0.0;76.7;;;;;;22.14;5.0;0.0
2022-05-01;Complet - avec 1 rappel entre 3 mois et 6 mois;[0,19];233.31;48.8;21.89;48.22;1.0;1.0;0.4;0.4;0.0;0.0;16.14;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 1 rappel de 6 mois ou plus;[60,79];20548.29;5168.79;2963.32;4804.14;144.17;112.95;24.53;22.61;9.01;6.5;60.09;;;;;;55.25;9.68;3.5
2022-05-01;Complet - avec 1 rappel entre 3 mois et 6 mois;"[80;+]";2037.93;242.21;69.19;284.54;88.11;70.81;7.74;6.74;25.1;21.83;44.58;;;;;;49.37;3.74;14.83
2022-10-11;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";7056.15;1318.92;623.03;1417.22;224.65;171.93;8.18;6.87;18.35;12.05;43.6;;;;;;101.69;3.37;7.05
2022-05-01;Complet - avec 1 rappel de 6 mois ou plus;"[80;+]";1079.61;141.16;48.4;163.9;51.35;37.95;1.7;1.7;10.19;8.42;26.09;;;;;;26.17;1.7;7.42
2022-10-11;Complet - avec 2 rappel de moins de 3 mois;[0,19];7.59;2.31;0.13;0.15;0.16;0.07;0.03;0.03;0.0;0.0;0.08;;;;;;0.07;0.0;0.0
2022-05-01;Complet - avec 2 rappel de moins de 3 mois;[0,19];4.02;0.01;0.01;1.01;0.0;0.0;0.01;0.01;0.0;0.0;0.05;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 2 rappel de moins de 3 mois;[20,39];143.62;46.91;13.1;24.09;0.05;0.0;0.0;0.0;0.0;0.0;0.39;;;;;;0.0;0.0;0.0
2022-05-01;Complet - avec 2 rappel de moins de 3 mois;[20,39];44.87;3.18;0.14;1.29;0.0;0.0;0.0;0.0;0.0;0.0;0.26;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 2 rappel de moins de 3 mois;[40,59];536.01;141.85;62.35;104.6;0.16;0.0;0.0;0.0;0.0;0.0;1.21;;;;;;0.0;0.0;0.0
2022-05-01;Complet - avec 2 rappel entre 3 mois et 6 mois;[20,39];14.45;2.01;0.01;2.09;0.0;0.0;0.0;0.0;0.0;0.0;0.09;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 2 rappel entre 3 mois et 6 mois;[40,59];321.95;94.7;49.29;81.52;3.19;3.0;0.0;0.0;0.0;0.0;0.77;;;;;;2.0;0.0;0.0
2022-05-01;Complet - avec 2 rappel entre 3 mois et 6 mois;[40,59];20.68;2.11;1.08;1.35;0.0;0.0;0.0;0.0;0.0;0.0;0.28;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 2 rappel de 6 mois ou plus;[0,19];4.24;3.02;0.01;0.08;0.24;0.08;0.11;0.11;0.0;0.0;0.05;;;;;;0.08;0.0;0.0
2022-05-01;Complet - avec 2 rappel de 6 mois ou plus;[0,19];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 2 rappel de 6 mois ou plus;[20,39];106.84;35.3;9.5;16.98;0.02;0.0;0.0;0.0;0.0;0.0;0.31;;;;;;0.0;0.0;0.0
2022-05-01;Complet - avec 2 rappel de 6 mois ou plus;[60,79];1.01;0.01;0.01;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0
2022-10-11;Complet - avec 2 rappel de 6 mois ou plus;[60,79];732.78;166.46;92.45;163.46;4.94;2.75;2.24;2.0;1.0;1.0;1.82;;;;;;2.43;2.0;1.0
2022-05-01;Complet - avec 2 rappel de 6 mois ou plus;"[80;+]";1.12;0.09;0.04;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0.03;;;;;;0.0;0.0;0.0
2022-10-12;Non-vaccinés;[0,19];7320.47;3038.36;665.88;1100.6;20.57;15.57;2.19;1.19;0.0;0.0;;;;;;;8.51;1.19;0.0
2022-05-02;Non-vaccinés;[60,79];3581.15;426.14;260.69;608.37;35.08;29.33;9.95;9.2;6.27;5.77;;;;;;;21.72;6.2;4.77
2022-10-12;Non-vaccinés;[20,39];2843.14;781.46;368.35;555.88;3.9;3.31;1.0;1.0;0.0;0.0;;;;;;;1.89;1.0;0.0
2022-05-02;Primo dose récente;[20,39];26.66;2.32;2.27;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.03;;;;;;0.0;0.0;0.0
2022-10-12;Non-vaccinés;[40,59];2526.79;676.04;340.7;532.7;14.35;12.8;4.34;4.14;0.0;0.0;;;;;;;4.34;1.0;0.0
2022-05-02;Primo dose récente;[40,59];13.11;1.73;1.54;1.63;0.0;0.0;0.0;0.0;0.0;0.0;0.02;;;;;;0.0;0.0;0.0
2022-10-12;Non-vaccinés;[60,79];1840.57;309.66;188.18;373.51;41.46;30.92;7.09;6.7;1.5;1.28;;;;;;;19.35;4.17;1.0
2022-05-02;Primo dose efficace;[20,39];412.35;76.92;43.86;59.89;0.28;0.12;0.0;0.0;0.0;0.0;1.43;;;;;;0.12;0.0;0.0
2022-10-12;Primo dose récente;"[80;+]";2.27;0.06;0.06;1.16;1.0;1.0;0.0;0.0;0.0;0.0;0.01;;;;;;1.0;0.0;0.0
2022-05-02;Primo dose efficace;"[80;+]";228.04;19.92;7.9;36.13;5.57;4.42;0.0;0.0;0.04;0.0;0.96;;;;;;2.42;0.0;0.0
